INBOUND_DATE,PLANT_NAME,MATERIAL_NAME,NET_QUANTITY_MT,POLYMER_TYPE,SHELF_LIFE_IN_MONTH,DOWNGRADE_VALUE_LOST_PERCENT,SHELF_LIFE_Timestamp,suggestion_to_outbound
2024-07-11,CHINA-WAREHOUSE,MAT-0160,16.5,P-002,5,25,2024-12-11,2024-12-11
2024-07-11,CHINA-WAREHOUSE,MAT-0160,8.25,P-002,5,25,2024-12-11,2024-12-11
2024-07-11,CHINA-WAREHOUSE,MAT-0160,23.375,P-002,5,25,2024-12-11,2024-12-11
2024-07-11,CHINA-WAREHOUSE,MAT-0160,1.375,P-002,5,25,2024-12-11,2024-12-11
2024-07-11,CHINA-WAREHOUSE,MAT-0160,11.0,P-002,5,25,2024-12-11,2024-12-11
2024-07-11,CHINA-WAREHOUSE,MAT-0160,13.75,P-002,5,25,2024-12-11,2024-12-11
2024-07-11,CHINA-WAREHOUSE,MAT-0160,19.25,P-002,5,25,2024-12-11,2024-12-11
2024-07-11,CHINA-WAREHOUSE,MAT-0160,5.5,P-002,5,25,2024-12-11,2024-12-11
2024-07-11,CHINA-WAREHOUSE,MAT-0340,24.75,P-001,3,25,2024-10-11,2024-10-11
2024-07-25,CHINA-WAREHOUSE,MAT-0341,24.75,P-001,8,25,2025-03-25,2025-03-25
2024-07-25,CHINA-WAREHOUSE,MAT-0341,11.0,P-001,8,25,2025-03-25,2025-03-25
2024-07-25,CHINA-WAREHOUSE,MAT-0341,13.75,P-001,8,25,2025-03-25,2025-03-25
2024-08-13,CHINA-WAREHOUSE,MAT-0143,25.5,P-002,3,20,2024-11-13,2024-11-13
2024-08-13,CHINA-WAREHOUSE,MAT-0084,24.75,P-001,3,30,2024-11-13,2024-11-13
2024-08-13,CHINA-WAREHOUSE,MAT-0254,22.5,P-002,4,20,2024-12-13,2024-12-13
2024-07-10,CHINA-WAREHOUSE,MAT-0085,24.75,P-001,8,25,2025-03-10,2025-03-10
2024-07-17,CHINA-WAREHOUSE,MAT-0056,24.75,P-001,3,5,2024-10-17,2024-10-17
2024-07-17,CHINA-WAREHOUSE,MAT-0056,6.875,P-001,3,5,2024-10-17,2024-10-17
2024-07-17,CHINA-WAREHOUSE,MAT-0056,17.875,P-001,3,5,2024-10-17,2024-10-17
2024-08-05,CHINA-WAREHOUSE,MAT-0084,4.125,P-001,3,30,2024-11-05,2024-11-05
2024-08-05,CHINA-WAREHOUSE,MAT-0084,20.625,P-001,3,30,2024-11-05,2024-11-05
2024-08-14,CHINA-WAREHOUSE,MAT-0166,21.225,P-002,4,30,2024-12-14,2024-12-14
2024-07-29,CHINA-WAREHOUSE,MAT-0261,6.0,P-002,5,25,2024-12-29,2024-12-29
2024-07-29,CHINA-WAREHOUSE,MAT-0261,19.5,P-002,5,25,2024-12-29,2024-12-29
2024-07-29,CHINA-WAREHOUSE,MAT-0261,25.5,P-002,5,25,2024-12-29,2024-12-29
2024-08-05,CHINA-WAREHOUSE,MAT-0325,24.75,P-001,6,25,2025-02-05,2025-02-05
2024-08-12,CHINA-WAREHOUSE,MAT-0142,25.5,P-002,6,35,2025-02-12,2025-02-12
2024-08-12,CHINA-WAREHOUSE,MAT-0142,19.5,P-002,6,35,2025-02-12,2025-02-12
2024-08-12,CHINA-WAREHOUSE,MAT-0142,6.0,P-002,6,35,2025-02-12,2025-02-12
2024-08-12,CHINA-WAREHOUSE,MAT-0147,25.5,P-002,4,40,2024-12-12,2024-12-12
2024-08-12,CHINA-WAREHOUSE,MAT-0097,24.75,P-001,7,25,2025-03-12,2025-03-12
2024-08-12,CHINA-WAREHOUSE,MAT-0084,24.75,P-001,3,30,2024-11-12,2024-11-12
2024-08-12,CHINA-WAREHOUSE,MAT-0416,24.75,P-001,4,10,2024-12-12,2024-12-12
2024-08-12,CHINA-WAREHOUSE,MAT-0151,8.25,P-001,6,10,2025-02-12,2025-02-12
2024-08-12,CHINA-WAREHOUSE,MAT-0151,16.5,P-001,6,10,2025-02-12,2025-02-12
2024-08-12,CHINA-WAREHOUSE,MAT-0151,24.75,P-001,6,10,2025-02-12,2025-02-12
2024-08-12,CHINA-WAREHOUSE,MAT-0178,25.5,P-002,11,20,2025-07-12,2025-07-12
2024-07-14,CHINA-WAREHOUSE,MAT-0065,24.75,P-001,4,25,2024-11-14,2024-11-14
2024-07-14,CHINA-WAREHOUSE,MAT-0065,11.0,P-001,4,25,2024-11-14,2024-11-14
2024-07-14,CHINA-WAREHOUSE,MAT-0065,13.75,P-001,4,25,2024-11-14,2024-11-14
2024-07-26,CHINA-WAREHOUSE,MAT-0070,24.75,P-001,7,15,2025-02-26,2025-02-26
2024-08-18,CHINA-WAREHOUSE,MAT-0379,24.75,P-001,8,15,2025-04-18,2025-04-18
2024-08-18,CHINA-WAREHOUSE,MAT-0032,13.5,P-002,11,20,2025-07-18,2025-07-18
2024-08-18,CHINA-WAREHOUSE,MAT-0019,25.5,P-002,7,30,2025-03-18,2025-03-18
2024-08-18,CHINA-WAREHOUSE,MAT-0019,3.0,P-002,7,30,2025-03-18,2025-03-18
2024-08-18,CHINA-WAREHOUSE,MAT-0019,5.3,P-002,7,30,2025-03-18,2025-03-18
2024-07-21,CHINA-WAREHOUSE,MAT-0098,24.75,P-001,5,10,2024-12-21,2024-12-21
2024-07-21,CHINA-WAREHOUSE,MAT-0098,22.0,P-001,5,10,2024-12-21,2024-12-21
2024-07-21,CHINA-WAREHOUSE,MAT-0098,2.75,P-001,5,10,2024-12-21,2024-12-21
2024-07-21,CHINA-WAREHOUSE,MAT-0098,23.375,P-001,5,10,2024-12-21,2024-12-21
2024-07-21,CHINA-WAREHOUSE,MAT-0098,1.375,P-001,5,10,2024-12-21,2024-12-21
2024-08-09,CHINA-WAREHOUSE,MAT-0341,24.75,P-001,8,25,2025-04-09,2025-04-09
2024-08-09,CHINA-WAREHOUSE,MAT-0341,15.125,P-001,8,25,2025-04-09,2025-04-09
2024-08-09,CHINA-WAREHOUSE,MAT-0341,9.625,P-001,8,25,2025-04-09,2025-04-09
2024-08-09,CHINA-WAREHOUSE,MAT-0341,2.75,P-001,8,25,2025-04-09,2025-04-09
2024-08-09,CHINA-WAREHOUSE,MAT-0341,22.0,P-001,8,25,2025-04-09,2025-04-09
2024-08-17,CHINA-WAREHOUSE,MAT-0151,24.75,P-001,6,10,2025-02-17,2025-02-17
2024-08-17,CHINA-WAREHOUSE,MAT-0353,24.75,P-001,6,15,2025-02-17,2025-02-17
2024-07-09,CHINA-WAREHOUSE,MAT-0229,1.375,P-001,5,5,2024-12-09,2024-12-09
2024-07-09,CHINA-WAREHOUSE,MAT-0229,23.375,P-001,5,5,2024-12-09,2024-12-09
2024-07-09,CHINA-WAREHOUSE,MAT-0229,24.75,P-001,5,5,2024-12-09,2024-12-09
2024-07-09,CHINA-WAREHOUSE,MAT-0229,20.625,P-001,5,5,2024-12-09,2024-12-09
2024-07-09,CHINA-WAREHOUSE,MAT-0229,4.125,P-001,5,5,2024-12-09,2024-12-09
2024-07-09,CHINA-WAREHOUSE,MAT-0229,9.625,P-001,5,5,2024-12-09,2024-12-09
2024-07-09,CHINA-WAREHOUSE,MAT-0229,15.125,P-001,5,5,2024-12-09,2024-12-09
2024-07-09,CHINA-WAREHOUSE,MAT-0229,11.0,P-001,5,5,2024-12-09,2024-12-09
2024-07-09,CHINA-WAREHOUSE,MAT-0229,13.75,P-001,5,5,2024-12-09,2024-12-09
2024-08-17,CHINA-WAREHOUSE,MAT-0318,24.75,P-001,2,20,2024-10-17,2024-10-17
2024-08-17,CHINA-WAREHOUSE,MAT-0416,24.75,P-001,4,10,2024-12-17,2024-12-17
2024-08-17,CHINA-WAREHOUSE,MAT-0114,25.5,P-002,7,40,2025-03-17,2025-03-17
2024-08-21,CHINA-WAREHOUSE,MAT-0379,24.75,P-001,8,15,2025-04-21,2025-04-21
2024-08-21,CHINA-WAREHOUSE,MAT-0254,22.5,P-002,4,20,2024-12-21,2024-12-21
2024-08-22,CHINA-WAREHOUSE,MAT-0049,24.75,P-001,5,10,2025-01-22,2025-01-22
2024-07-21,CHINA-WAREHOUSE,MAT-0098,6.875,P-001,5,10,2024-12-21,2024-12-21
2024-07-21,CHINA-WAREHOUSE,MAT-0098,17.875,P-001,5,10,2024-12-21,2024-12-21
2024-07-30,CHINA-WAREHOUSE,MAT-0351,22.0,P-001,2,5,2024-09-30,2024-09-30
2024-07-30,CHINA-WAREHOUSE,MAT-0363,12.375,P-001,7,5,2025-02-28,2025-02-28
2024-08-19,CHINA-WAREHOUSE,MAT-0166,22.5,P-002,4,30,2024-12-19,2024-12-19
2024-07-25,CHINA-WAREHOUSE,MAT-0082,1.25,P-002,3,30,2024-10-25,2024-10-25
2024-07-25,CHINA-WAREHOUSE,MAT-0082,18.75,P-002,3,30,2024-10-25,2024-10-25
2024-07-25,CHINA-WAREHOUSE,MAT-0082,2.5,P-002,3,30,2024-10-25,2024-10-25
2024-07-25,CHINA-WAREHOUSE,MAT-0082,17.5,P-002,3,30,2024-10-25,2024-10-25
2024-07-25,CHINA-WAREHOUSE,MAT-0082,20.0,P-002,3,30,2024-10-25,2024-10-25
2024-07-25,CHINA-WAREHOUSE,MAT-0082,11.25,P-002,3,30,2024-10-25,2024-10-25
2024-07-25,CHINA-WAREHOUSE,MAT-0082,8.75,P-002,3,30,2024-10-25,2024-10-25
2024-08-27,CHINA-WAREHOUSE,MAT-0084,24.75,P-001,3,30,2024-11-27,2024-11-27
2024-07-25,CHINA-WAREHOUSE,MAT-0082,3.75,P-002,3,30,2024-10-25,2024-10-25
2024-07-25,CHINA-WAREHOUSE,MAT-0082,16.25,P-002,3,30,2024-10-25,2024-10-25
2024-07-25,CHINA-WAREHOUSE,MAT-0082,12.5,P-002,3,30,2024-10-25,2024-10-25
2024-07-25,CHINA-WAREHOUSE,MAT-0082,7.5,P-002,3,30,2024-10-25,2024-10-25
2024-07-25,CHINA-WAREHOUSE,MAT-0082,15.0,P-002,3,30,2024-10-25,2024-10-25
2024-07-25,CHINA-WAREHOUSE,MAT-0082,5.0,P-002,3,30,2024-10-25,2024-10-25
2024-07-29,CHINA-WAREHOUSE,MAT-0190,24.75,P-001,3,15,2024-10-29,2024-10-29
2024-07-29,CHINA-WAREHOUSE,MAT-0190,23.375,P-001,3,15,2024-10-29,2024-10-29
2024-07-29,CHINA-WAREHOUSE,MAT-0190,1.375,P-001,3,15,2024-10-29,2024-10-29
2024-07-29,CHINA-WAREHOUSE,MAT-0190,8.25,P-001,3,15,2024-10-29,2024-10-29
2024-07-29,CHINA-WAREHOUSE,MAT-0190,16.5,P-001,3,15,2024-10-29,2024-10-29
2024-07-29,CHINA-WAREHOUSE,MAT-0190,19.25,P-001,3,15,2024-10-29,2024-10-29
2024-07-29,CHINA-WAREHOUSE,MAT-0190,5.5,P-001,3,15,2024-10-29,2024-10-29
2024-08-26,CHINA-WAREHOUSE,MAT-0146,24.75,P-001,5,30,2025-01-26,2025-01-26
2024-08-26,CHINA-WAREHOUSE,MAT-0102,24.7,P-002,5,40,2025-01-26,2025-01-26
2024-07-19,CHINA-WAREHOUSE,MAT-0351,22.0,P-001,2,5,2024-09-19,2024-09-19
2024-07-19,CHINA-WAREHOUSE,MAT-0351,20.625,P-001,2,5,2024-09-19,2024-09-19
2024-07-19,CHINA-WAREHOUSE,MAT-0351,1.375,P-001,2,5,2024-09-19,2024-09-19
2024-07-19,CHINA-WAREHOUSE,MAT-0351,24.75,P-001,2,5,2024-09-19,2024-09-19
2024-07-29,CHINA-WAREHOUSE,MAT-0190,2.75,P-001,3,15,2024-10-29,2024-10-29
2024-07-29,CHINA-WAREHOUSE,MAT-0190,22.0,P-001,3,15,2024-10-29,2024-10-29
2024-08-28,CHINA-WAREHOUSE,MAT-0015,24.75,P-001,8,20,2025-04-28,2025-04-28
2024-07-22,CHINA-WAREHOUSE,MAT-0046,24.75,P-001,5,5,2024-12-22,2024-12-22
2024-07-22,CHINA-WAREHOUSE,MAT-0046,20.625,P-001,5,5,2024-12-22,2024-12-22
2024-07-22,CHINA-WAREHOUSE,MAT-0046,4.125,P-001,5,5,2024-12-22,2024-12-22
2024-08-10,CHINA-WAREHOUSE,MAT-0190,24.75,P-001,3,15,2024-11-10,2024-11-10
2024-08-10,CHINA-WAREHOUSE,MAT-0190,8.25,P-001,3,15,2024-11-10,2024-11-10
2024-08-10,CHINA-WAREHOUSE,MAT-0190,16.5,P-001,3,15,2024-11-10,2024-11-10
2024-08-11,CHINA-WAREHOUSE,MAT-0341,24.75,P-001,8,25,2025-04-11,2025-04-11
2024-08-11,CHINA-WAREHOUSE,MAT-0341,15.125,P-001,8,25,2025-04-11,2025-04-11
2024-08-11,CHINA-WAREHOUSE,MAT-0341,9.625,P-001,8,25,2025-04-11,2025-04-11
2024-08-11,CHINA-WAREHOUSE,MAT-0341,4.125,P-001,8,25,2025-04-11,2025-04-11
2024-08-11,CHINA-WAREHOUSE,MAT-0341,20.625,P-001,8,25,2025-04-11,2025-04-11
2024-08-11,CHINA-WAREHOUSE,MAT-0190,24.75,P-001,3,15,2024-11-11,2024-11-11
2024-08-11,CHINA-WAREHOUSE,MAT-0190,15.125,P-001,3,15,2024-11-11,2024-11-11
2024-08-11,CHINA-WAREHOUSE,MAT-0190,9.625,P-001,3,15,2024-11-11,2024-11-11
2024-08-19,CHINA-WAREHOUSE,MAT-0003,12.24,P-004,2,35,2024-10-19,2024-10-19
2024-08-19,CHINA-WAREHOUSE,MAT-0003,7.344,P-004,2,35,2024-10-19,2024-10-19
2024-08-28,CHINA-WAREHOUSE,MAT-0384,24.75,P-001,8,30,2025-04-28,2025-04-28
2024-08-28,CHINA-WAREHOUSE,MAT-0084,24.75,P-001,3,30,2024-11-28,2024-11-28
2024-08-28,CHINA-WAREHOUSE,MAT-0428,24.75,P-001,2,25,2024-10-28,2024-10-28
2024-08-28,CHINA-WAREHOUSE,MAT-0166,22.5,P-002,4,30,2024-12-28,2024-12-28
2024-08-28,CHINA-WAREHOUSE,MAT-0120,24.75,P-001,8,5,2025-04-28,2025-04-28
2024-07-25,CHINA-WAREHOUSE,MAT-0156,24.75,P-001,8,20,2025-03-25,2025-03-25
2024-07-25,CHINA-WAREHOUSE,MAT-0156,1.375,P-001,8,20,2025-03-25,2025-03-25
2024-07-25,CHINA-WAREHOUSE,MAT-0156,23.375,P-001,8,20,2025-03-25,2025-03-25
2024-07-26,CHINA-WAREHOUSE,MAT-0399,22.0,P-001,3,15,2024-10-26,2024-10-26
2024-07-26,CHINA-WAREHOUSE,MAT-0399,2.75,P-001,3,15,2024-10-26,2024-10-26
2024-07-26,CHINA-WAREHOUSE,MAT-0399,24.75,P-001,3,15,2024-10-26,2024-10-26
2024-07-26,CHINA-WAREHOUSE,MAT-0399,19.25,P-001,3,15,2024-10-26,2024-10-26
2024-07-26,CHINA-WAREHOUSE,MAT-0399,5.5,P-001,3,15,2024-10-26,2024-10-26
2024-07-26,CHINA-WAREHOUSE,MAT-0399,17.875,P-001,3,15,2024-10-26,2024-10-26
2024-07-26,CHINA-WAREHOUSE,MAT-0399,6.875,P-001,3,15,2024-10-26,2024-10-26
2024-07-26,CHINA-WAREHOUSE,MAT-0399,23.375,P-001,3,15,2024-10-26,2024-10-26
2024-07-26,CHINA-WAREHOUSE,MAT-0399,1.375,P-001,3,15,2024-10-26,2024-10-26
2024-07-26,CHINA-WAREHOUSE,MAT-0356,23.375,P-001,7,15,2025-02-26,2025-02-26
2024-07-26,CHINA-WAREHOUSE,MAT-0356,1.375,P-001,7,15,2025-02-26,2025-02-26
2024-07-26,CHINA-WAREHOUSE,MAT-0356,24.75,P-001,7,15,2025-02-26,2025-02-26
2024-07-29,CHINA-WAREHOUSE,MAT-0332,1.175,P-002,6,25,2025-01-29,2025-01-29
2024-07-29,CHINA-WAREHOUSE,MAT-0332,1.25,P-002,6,25,2025-01-29,2025-01-29
2024-07-29,CHINA-WAREHOUSE,MAT-0332,2.5,P-002,6,25,2025-01-29,2025-01-29
2024-07-29,CHINA-WAREHOUSE,MAT-0332,1.0,P-002,6,25,2025-01-29,2025-01-29
2024-07-29,CHINA-WAREHOUSE,MAT-0332,1.225,P-002,6,25,2025-01-29,2025-01-29
2024-07-29,CHINA-WAREHOUSE,MAT-0332,2.45,P-002,6,25,2025-01-29,2025-01-29
2024-07-29,CHINA-WAREHOUSE,MAT-0332,1.2,P-002,6,25,2025-01-29,2025-01-29
2024-07-29,CHINA-WAREHOUSE,MAT-0332,2.4,P-002,6,25,2025-01-29,2025-01-29
2024-08-23,CHINA-WAREHOUSE,MAT-0146,24.75,P-001,5,30,2025-01-23,2025-01-23
2024-08-23,CHINA-WAREHOUSE,MAT-0416,24.75,P-001,4,10,2024-12-23,2024-12-23
2024-08-23,CHINA-WAREHOUSE,MAT-0381,24.75,P-001,6,25,2025-02-23,2025-02-23
2024-08-31,CHINA-WAREHOUSE,MAT-0108,24.75,P-001,5,20,2025-01-31,2025-01-31
2024-08-08,CHINA-WAREHOUSE,MAT-0156,22.0,P-001,8,20,2025-04-08,2025-04-08
2024-08-08,CHINA-WAREHOUSE,MAT-0208,1.375,P-001,6,5,2025-02-08,2025-02-08
2024-09-01,CHINA-WAREHOUSE,MAT-0084,24.75,P-001,3,30,2024-12-01,2024-12-01
2024-09-01,CHINA-WAREHOUSE,MAT-0015,24.75,P-001,8,20,2025-05-01,2025-05-01
2024-09-01,CHINA-WAREHOUSE,MAT-0120,24.75,P-001,8,5,2025-05-01,2025-05-01
2024-08-29,CHINA-WAREHOUSE,MAT-0015,24.75,P-001,8,20,2025-04-29,2025-04-29
2024-07-25,CHINA-WAREHOUSE,MAT-0099,23.375,P-001,6,20,2025-01-25,2025-01-25
2024-07-25,CHINA-WAREHOUSE,MAT-0099,1.375,P-001,6,20,2025-01-25,2025-01-25
2024-07-25,CHINA-WAREHOUSE,MAT-0099,24.75,P-001,6,20,2025-01-25,2025-01-25
2024-07-25,CHINA-WAREHOUSE,MAT-0099,17.875,P-001,6,20,2025-01-25,2025-01-25
2024-07-25,CHINA-WAREHOUSE,MAT-0099,6.875,P-001,6,20,2025-01-25,2025-01-25
2024-07-25,CHINA-WAREHOUSE,MAT-0099,19.25,P-001,6,20,2025-01-25,2025-01-25
2024-07-25,CHINA-WAREHOUSE,MAT-0099,5.5,P-001,6,20,2025-01-25,2025-01-25
2024-07-25,CHINA-WAREHOUSE,MAT-0099,12.375,P-001,6,20,2025-01-25,2025-01-25
2024-07-25,CHINA-WAREHOUSE,MAT-0354,24.75,P-001,7,25,2025-02-25,2025-02-25
2024-07-25,CHINA-WAREHOUSE,MAT-0354,11.0,P-001,7,25,2025-02-25,2025-02-25
2024-07-25,CHINA-WAREHOUSE,MAT-0354,13.75,P-001,7,25,2025-02-25,2025-02-25
2024-07-31,CHINA-WAREHOUSE,MAT-0332,20.0,P-002,6,25,2025-01-31,2025-01-31
2024-07-31,CHINA-WAREHOUSE,MAT-0332,7.5,P-002,6,25,2025-01-31,2025-01-31
2024-07-31,CHINA-WAREHOUSE,MAT-0332,12.5,P-002,6,25,2025-01-31,2025-01-31
2024-07-31,CHINA-WAREHOUSE,MAT-0332,18.75,P-002,6,25,2025-01-31,2025-01-31
2024-07-31,CHINA-WAREHOUSE,MAT-0332,1.25,P-002,6,25,2025-01-31,2025-01-31
2024-07-31,CHINA-WAREHOUSE,MAT-0332,6.25,P-002,6,25,2025-01-31,2025-01-31
2024-07-31,CHINA-WAREHOUSE,MAT-0332,13.75,P-002,6,25,2025-01-31,2025-01-31
2024-07-31,CHINA-WAREHOUSE,MAT-0332,10.0,P-002,6,25,2025-01-31,2025-01-31
2024-07-31,CHINA-WAREHOUSE,MAT-0332,2.5,P-002,6,25,2025-01-31,2025-01-31
2024-07-31,CHINA-WAREHOUSE,MAT-0332,11.25,P-002,6,25,2025-01-31,2025-01-31
2024-07-31,CHINA-WAREHOUSE,MAT-0332,8.75,P-002,6,25,2025-01-31,2025-01-31
2024-09-01,CHINA-WAREHOUSE,MAT-0318,24.75,P-001,2,20,2024-11-01,2024-11-01
2024-07-06,CHINA-WAREHOUSE,MAT-0415,24.75,P-001,8,15,2025-03-06,2025-03-06
2024-07-06,CHINA-WAREHOUSE,MAT-0156,24.75,P-001,8,20,2025-03-06,2025-03-06
2024-07-06,CHINA-WAREHOUSE,MAT-0356,17.875,P-001,7,15,2025-02-06,2025-02-06
2024-07-06,CHINA-WAREHOUSE,MAT-0356,6.875,P-001,7,15,2025-02-06,2025-02-06
2024-07-06,CHINA-WAREHOUSE,MAT-0356,24.75,P-001,7,15,2025-02-06,2025-02-06
2024-07-06,CHINA-WAREHOUSE,MAT-0356,1.375,P-001,7,15,2025-02-06,2025-02-06
2024-07-06,CHINA-WAREHOUSE,MAT-0356,23.375,P-001,7,15,2025-02-06,2025-02-06
2024-07-06,CHINA-WAREHOUSE,MAT-0356,11.0,P-001,7,15,2025-02-06,2025-02-06
2024-07-06,CHINA-WAREHOUSE,MAT-0356,13.75,P-001,7,15,2025-02-06,2025-02-06
2024-07-06,CHINA-WAREHOUSE,MAT-0340,24.75,P-001,3,25,2024-10-06,2024-10-06
2024-07-06,CHINA-WAREHOUSE,MAT-0340,15.125,P-001,3,25,2024-10-06,2024-10-06
2024-07-06,CHINA-WAREHOUSE,MAT-0340,9.625,P-001,3,25,2024-10-06,2024-10-06
2024-07-06,CHINA-WAREHOUSE,MAT-0354,24.75,P-001,7,25,2025-02-06,2025-02-06
2024-07-06,CHINA-WAREHOUSE,MAT-0354,16.5,P-001,7,25,2025-02-06,2025-02-06
2024-07-06,CHINA-WAREHOUSE,MAT-0354,8.25,P-001,7,25,2025-02-06,2025-02-06
2024-07-06,CHINA-WAREHOUSE,MAT-0354,5.5,P-001,7,25,2025-02-06,2025-02-06
2024-07-06,CHINA-WAREHOUSE,MAT-0354,19.25,P-001,7,25,2025-02-06,2025-02-06
2024-08-07,CHINA-WAREHOUSE,MAT-0332,20.0,P-002,6,25,2025-02-07,2025-02-07
2024-08-07,CHINA-WAREHOUSE,MAT-0082,1.25,P-002,3,30,2024-11-07,2024-11-07
2024-08-07,CHINA-WAREHOUSE,MAT-0082,2.5,P-002,3,30,2024-11-07,2024-11-07
2024-08-07,CHINA-WAREHOUSE,MAT-0082,3.75,P-002,3,30,2024-11-07,2024-11-07
2024-08-07,CHINA-WAREHOUSE,MAT-0082,12.5,P-002,3,30,2024-11-07,2024-11-07
2024-08-07,CHINA-WAREHOUSE,MAT-0082,7.5,P-002,3,30,2024-11-07,2024-11-07
2024-08-07,CHINA-WAREHOUSE,MAT-0082,20.0,P-002,3,30,2024-11-07,2024-11-07
2024-08-07,CHINA-WAREHOUSE,MAT-0332,11.25,P-002,6,25,2025-02-07,2025-02-07
2024-08-07,CHINA-WAREHOUSE,MAT-0332,8.75,P-002,6,25,2025-02-07,2025-02-07
2024-08-07,CHINA-WAREHOUSE,MAT-0332,17.5,P-002,6,25,2025-02-07,2025-02-07
2024-08-07,CHINA-WAREHOUSE,MAT-0332,2.5,P-002,6,25,2025-02-07,2025-02-07
2024-08-07,CHINA-WAREHOUSE,MAT-0332,3.75,P-002,6,25,2025-02-07,2025-02-07
2024-08-07,CHINA-WAREHOUSE,MAT-0332,16.25,P-002,6,25,2025-02-07,2025-02-07
2024-08-07,CHINA-WAREHOUSE,MAT-0332,18.75,P-002,6,25,2025-02-07,2025-02-07
2024-08-07,CHINA-WAREHOUSE,MAT-0332,1.25,P-002,6,25,2025-02-07,2025-02-07
2024-08-07,CHINA-WAREHOUSE,MAT-0332,7.5,P-002,6,25,2025-02-07,2025-02-07
2024-08-07,CHINA-WAREHOUSE,MAT-0332,6.25,P-002,6,25,2025-02-07,2025-02-07
2024-08-07,CHINA-WAREHOUSE,MAT-0332,13.75,P-002,6,25,2025-02-07,2025-02-07
2024-08-07,CHINA-WAREHOUSE,MAT-0332,15.0,P-002,6,25,2025-02-07,2025-02-07
2024-08-07,CHINA-WAREHOUSE,MAT-0332,5.0,P-002,6,25,2025-02-07,2025-02-07
2024-08-07,CHINA-WAREHOUSE,MAT-0332,12.5,P-002,6,25,2025-02-07,2025-02-07
2024-08-12,CHINA-WAREHOUSE,MAT-0234,24.75,P-001,5,10,2025-01-12,2025-01-12
2024-08-12,CHINA-WAREHOUSE,MAT-0234,1.375,P-001,5,10,2025-01-12,2025-01-12
2024-08-12,CHINA-WAREHOUSE,MAT-0234,23.375,P-001,5,10,2025-01-12,2025-01-12
2024-08-12,CHINA-WAREHOUSE,MAT-0234,13.75,P-001,5,10,2025-01-12,2025-01-12
2024-08-12,CHINA-WAREHOUSE,MAT-0234,11.0,P-001,5,10,2025-01-12,2025-01-12
2024-08-12,CHINA-WAREHOUSE,MAT-0234,20.625,P-001,5,10,2025-01-12,2025-01-12
2024-08-12,CHINA-WAREHOUSE,MAT-0234,4.125,P-001,5,10,2025-01-12,2025-01-12
2024-08-12,CHINA-WAREHOUSE,MAT-0234,15.125,P-001,5,10,2025-01-12,2025-01-12
2024-08-12,CHINA-WAREHOUSE,MAT-0234,9.625,P-001,5,10,2025-01-12,2025-01-12
2024-08-20,CHINA-WAREHOUSE,MAT-0341,9.625,P-001,8,25,2025-04-20,2025-04-20
2024-08-20,CHINA-WAREHOUSE,MAT-0341,15.125,P-001,8,25,2025-04-20,2025-04-20
2024-08-20,CHINA-WAREHOUSE,MAT-0341,24.75,P-001,8,25,2025-04-20,2025-04-20
2024-08-20,CHINA-WAREHOUSE,MAT-0190,24.75,P-001,3,15,2024-11-20,2024-11-20
2024-08-20,CHINA-WAREHOUSE,MAT-0190,17.875,P-001,3,15,2024-11-20,2024-11-20
2024-08-20,CHINA-WAREHOUSE,MAT-0190,6.875,P-001,3,15,2024-11-20,2024-11-20
2024-09-01,CHINA-WAREHOUSE,MAT-0319,24.75,P-001,8,5,2025-05-01,2025-05-01
2024-09-01,CHINA-WAREHOUSE,MAT-0137,2.75,P-001,8,15,2025-05-01,2025-05-01
2024-09-01,CHINA-WAREHOUSE,MAT-0137,22.0,P-001,8,15,2025-05-01,2025-05-01
2024-09-01,CHINA-WAREHOUSE,MAT-0137,24.75,P-001,8,15,2025-05-01,2025-05-01
2024-09-07,CHINA-WAREHOUSE,MAT-0321,24.75,P-001,3,25,2024-12-07,2024-12-07
2024-09-07,CHINA-WAREHOUSE,MAT-0318,24.75,P-001,2,20,2024-11-07,2024-11-07
2024-09-07,CHINA-WAREHOUSE,MAT-0015,24.75,P-001,8,20,2025-05-07,2025-05-07
2024-09-07,CHINA-WAREHOUSE,MAT-0027,24.75,P-001,4,20,2025-01-07,2025-01-07
2024-09-07,CHINA-WAREHOUSE,MAT-0166,22.5,P-002,4,30,2025-01-07,2025-01-07
2024-08-20,CHINA-WAREHOUSE,MAT-0190,13.75,P-001,3,15,2024-11-20,2024-11-20
2024-08-20,CHINA-WAREHOUSE,MAT-0190,10.975,P-001,3,15,2024-11-20,2024-11-20
2024-09-03,CHINA-WAREHOUSE,MAT-0318,24.75,P-001,2,20,2024-11-03,2024-11-03
2024-09-03,CHINA-WAREHOUSE,MAT-0318,16.5,P-001,2,20,2024-11-03,2024-11-03
2024-09-03,CHINA-WAREHOUSE,MAT-0318,8.25,P-001,2,20,2024-11-03,2024-11-03
2024-09-03,CHINA-WAREHOUSE,MAT-0428,24.75,P-001,2,25,2024-11-03,2024-11-03
2024-09-03,CHINA-WAREHOUSE,MAT-0015,23.375,P-001,8,20,2025-05-03,2025-05-03
2024-09-03,CHINA-WAREHOUSE,MAT-0015,1.375,P-001,8,20,2025-05-03,2025-05-03
2024-09-03,CHINA-WAREHOUSE,MAT-0015,24.75,P-001,8,20,2025-05-03,2025-05-03
