PLANT_NAME,OUTBOUND_DATE,MODE_OF_TRANSPORT,MATERIAL_NAME,CUSTOMER_NUMBER,NET_QUANTITY_MT,Transfer_Cost
SINGAPORE-WAREHOUSE,2024/10/03,Marine,MAT-0234,CST-01294,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/03,Marine,MAT-0237,CST-01028,8.25,10.5
SINGAPORE-WAREHOUSE,2024/10/03,Marine,MAT-0275,CST-01083,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/03,Marine,MAT-0320,CST-01083,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/03,Marine,MAT-0335,CST-01294,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/03,Marine,MAT-0335,CST-01327,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/03,Marine,MAT-0335,CST-01420,17.875,10.5
SINGAPORE-WAREHOUSE,2024/10/03,Marine,MAT-0340,CST-01269,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/03,Marine,MAT-0390,CST-01083,1.15,10.5
SINGAPORE-WAREHOUSE,2024/10/03,Marine,MAT-0413,CST-01420,6.875,10.5
SINGAPORE-WAREHOUSE,2024/10/03,Marine,MAT-0415,CST-01243,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/03,Truck,MAT-0247,CST-01043,24.75,21.0
SINGAPORE-WAREHOUSE,2024/10/04,Marine,MAT-0099,CST-01002,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/04,Marine,MAT-0175,CST-01042,1.375,10.5
SINGAPORE-WAREHOUSE,2024/10/04,Marine,MAT-0226,CST-01262,0.6,10.5
SINGAPORE-WAREHOUSE,2024/10/04,Marine,MAT-0275,CST-01207,23.375,10.5
SINGAPORE-WAREHOUSE,2024/10/04,Marine,MAT-0357,CST-01207,1.375,10.5
SINGAPORE-WAREHOUSE,2024/10/04,Marine,MAT-0413,CST-01170,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0051,CST-01448,22.5,10.5
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0121,CST-01156,24.725,10.5
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0165,CST-01172,37.125,21.0
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0171,CST-01087,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0212,CST-00661,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0212,CST-01025,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0212,CST-01140,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0212,CST-01165,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0212,CST-01445,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0221,CST-01030,6.25,10.5
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0234,CST-01025,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0234,CST-01445,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0267,CST-01140,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0302,CST-01401,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0303,CST-01030,3.75,10.5
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0323,CST-01403,25.475,21.0
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0335,CST-01053,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0346,CST-01446,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0361,CST-01449,25.5,21.0
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0376,CST-01447,25.5,21.0
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0404,CST-01426,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/05,Marine,MAT-0426,CST-01195,25.5,21.0
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0012,CST-01451,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0037,CST-01015,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0037,CST-01142,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0085,CST-01207,1.375,10.5
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0105,CST-01207,13.75,10.5
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0112,CST-00169,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0112,CST-01452,11.0,10.5
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0212,CST-00588,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0212,CST-01215,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0234,CST-00588,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0234,CST-01215,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0250,CST-01450,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0327,CST-01087,5.5,10.5
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0335,CST-00588,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0335,CST-01053,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0335,CST-01081,86.625,42.0
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0335,CST-01215,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0340,CST-01418,46.75,21.0
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0356,CST-01087,5.5,10.5
SINGAPORE-WAREHOUSE,2024/10/06,Marine,MAT-0413,CST-01207,9.625,10.5
SINGAPORE-WAREHOUSE,2024/10/07,Marine,MAT-0037,CST-01394,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/07,Marine,MAT-0051,CST-01448,22.5,10.5
SINGAPORE-WAREHOUSE,2024/10/07,Marine,MAT-0212,CST-01140,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/07,Marine,MAT-0267,CST-01156,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/07,Marine,MAT-0320,CST-01453,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/07,Marine,MAT-0346,CST-01394,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/07,Marine,MAT-0376,CST-01167,25.5,21.0
SINGAPORE-WAREHOUSE,2024/10/07,Truck,MAT-0032,CST-01181,25.5,42.0
SINGAPORE-WAREHOUSE,2024/10/07,Truck,MAT-0376,CST-01454,25.5,42.0
SINGAPORE-WAREHOUSE,2024/10/08,Marine,MAT-0041,CST-00745,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/08,Marine,MAT-0085,CST-01458,0.05,10.5
SINGAPORE-WAREHOUSE,2024/10/08,Marine,MAT-0151,CST-01455,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/08,Marine,MAT-0267,CST-01456,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/08,Marine,MAT-0308,CST-01241,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/08,Marine,MAT-0335,CST-01187,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/08,Marine,MAT-0376,CST-01457,25.5,21.0
SINGAPORE-WAREHOUSE,2024/10/08,Truck,MAT-0037,CST-01148,19.25,21.0
SINGAPORE-WAREHOUSE,2024/10/08,Truck,MAT-0106,CST-01148,19.25,21.0
SINGAPORE-WAREHOUSE,2024/10/09,Marine,MAT-0068,CST-01087,12.375,10.5
SINGAPORE-WAREHOUSE,2024/10/09,Marine,MAT-0164,CST-01087,12.375,10.5
SINGAPORE-WAREHOUSE,2024/10/09,Marine,MAT-0212,CST-00661,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/09,Marine,MAT-0234,CST-00661,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/09,Marine,MAT-0335,CST-00661,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/09,Marine,MAT-0335,CST-01053,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/09,Marine,MAT-0335,CST-01324,37.125,21.0
SINGAPORE-WAREHOUSE,2024/10/09,Marine,MAT-0335,CST-01459,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/09,Marine,MAT-0340,CST-01432,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/09,Marine,MAT-0381,CST-01373,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/09,Truck,MAT-0032,CST-01296,25.5,42.0
SINGAPORE-WAREHOUSE,2024/10/09,Truck,MAT-0165,CST-01148,24.75,21.0
SINGAPORE-WAREHOUSE,2024/10/09,Truck,MAT-0217,CST-01460,49.9,63.0
SINGAPORE-WAREHOUSE,2024/10/09,Truck,MAT-0247,CST-01041,24.75,21.0
SINGAPORE-WAREHOUSE,2024/10/09,Truck,MAT-0268,CST-01181,25.5,42.0
SINGAPORE-WAREHOUSE,2024/10/09,Truck,MAT-0309,CST-01148,24.75,21.0
SINGAPORE-WAREHOUSE,2024/10/09,Truck,MAT-0363,CST-01020,49.51,63.0
SINGAPORE-WAREHOUSE,2024/10/10,Marine,MAT-0032,CST-01195,25.475,21.0
SINGAPORE-WAREHOUSE,2024/10/10,Marine,MAT-0053,CST-01392,0.5,10.5
SINGAPORE-WAREHOUSE,2024/10/10,Marine,MAT-0056,CST-01121,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/10,Marine,MAT-0073,CST-01461,5.775,10.5
SINGAPORE-WAREHOUSE,2024/10/10,Marine,MAT-0099,CST-01002,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/10,Marine,MAT-0212,CST-01140,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/10,Marine,MAT-0233,CST-01035,25.5,21.0
SINGAPORE-WAREHOUSE,2024/10/10,Marine,MAT-0237,CST-01260,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/10,Marine,MAT-0268,CST-01035,25.5,21.0
SINGAPORE-WAREHOUSE,2024/10/10,Marine,MAT-0340,CST-01392,0.5,10.5
SINGAPORE-WAREHOUSE,2024/10/10,Marine,MAT-0404,CST-01392,19.2,10.5
SINGAPORE-WAREHOUSE,2024/10/10,Marine,MAT-0419,CST-00828,70.075,31.5
SINGAPORE-WAREHOUSE,2024/10/10,Truck,MAT-0062,CST-01020,24.75,21.0
SINGAPORE-WAREHOUSE,2024/10/10,Truck,MAT-0376,CST-01462,25.5,42.0
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0012,CST-01464,1.375,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0037,CST-01207,1.375,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0037,CST-01451,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0056,CST-01136,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0085,CST-01451,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0099,CST-01121,11.0,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0116,CST-01028,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0171,CST-01207,22.0,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0226,CST-01207,1.375,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0237,CST-01028,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0273,CST-01204,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0309,CST-01370,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0327,CST-01100,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0327,CST-01281,11.0,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0327,CST-01294,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0335,CST-01058,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0335,CST-01091,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0335,CST-01463,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0335,CST-01464,9.625,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0340,CST-01292,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0344,CST-01009,11.0,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0374,CST-01154,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0376,CST-01111,51.0,31.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0381,CST-01292,12.375,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0410,CST-00205,37.125,21.0
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0410,CST-00272,12.375,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0415,CST-01244,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Marine,MAT-0415,CST-01292,12.375,10.5
SINGAPORE-WAREHOUSE,2024/10/11,Truck,MAT-0095,CST-01258,9.76,21.0
SINGAPORE-WAREHOUSE,2024/10/11,Truck,MAT-0100,CST-01258,43.05,42.0
SINGAPORE-WAREHOUSE,2024/10/11,Truck,MAT-0398,CST-01258,13.8,21.0
SINGAPORE-WAREHOUSE,2024/10/12,Marine,MAT-0053,CST-01207,8.25,10.5
SINGAPORE-WAREHOUSE,2024/10/12,Marine,MAT-0065,CST-01207,8.25,10.5
SINGAPORE-WAREHOUSE,2024/10/12,Marine,MAT-0085,CST-01345,23.375,10.5
SINGAPORE-WAREHOUSE,2024/10/12,Marine,MAT-0104,CST-01207,8.25,10.5
SINGAPORE-WAREHOUSE,2024/10/12,Marine,MAT-0151,CST-01455,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/12,Marine,MAT-0234,CST-01294,12.375,10.5
SINGAPORE-WAREHOUSE,2024/10/12,Marine,MAT-0237,CST-01345,1.375,10.5
SINGAPORE-WAREHOUSE,2024/10/12,Marine,MAT-0335,CST-01058,123.75,52.5
SINGAPORE-WAREHOUSE,2024/10/12,Marine,MAT-0335,CST-01327,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/12,Marine,MAT-0413,CST-01095,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/12,Marine,MAT-0415,CST-01058,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/12,Truck,MAT-0095,CST-01258,1.51,21.0
SINGAPORE-WAREHOUSE,2024/10/13,Marine,MAT-0041,CST-01465,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/13,Marine,MAT-0056,CST-01024,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/13,Marine,MAT-0072,CST-01017,5.5,10.5
SINGAPORE-WAREHOUSE,2024/10/13,Marine,MAT-0099,CST-01247,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/13,Marine,MAT-0112,CST-00867,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/13,Marine,MAT-0211,CST-01034,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/13,Marine,MAT-0212,CST-01247,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/13,Marine,MAT-0273,CST-01034,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/13,Marine,MAT-0335,CST-01091,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/13,Marine,MAT-0335,CST-01099,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/13,Marine,MAT-0335,CST-01106,12.375,10.5
SINGAPORE-WAREHOUSE,2024/10/13,Marine,MAT-0335,CST-01294,37.125,21.0
SINGAPORE-WAREHOUSE,2024/10/13,Marine,MAT-0335,CST-01459,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/13,Marine,MAT-0344,CST-01017,16.5,10.5
SINGAPORE-WAREHOUSE,2024/10/13,Marine,MAT-0410,CST-01465,49.475,21.0
SINGAPORE-WAREHOUSE,2024/10/13,Marine,MAT-0415,CST-01052,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/14,Marine,MAT-0212,CST-01302,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/14,Marine,MAT-0233,CST-01466,13.5,10.5
SINGAPORE-WAREHOUSE,2024/10/14,Marine,MAT-0335,CST-01053,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/14,Marine,MAT-0361,CST-01466,12.0,10.5
SINGAPORE-WAREHOUSE,2024/10/14,Truck,MAT-0100,CST-01258,1.76,21.0
SINGAPORE-WAREHOUSE,2024/10/14,Truck,MAT-0183,CST-01258,6.61,21.0
SINGAPORE-WAREHOUSE,2024/10/14,Truck,MAT-0223,CST-01258,0.91,21.0
SINGAPORE-WAREHOUSE,2024/10/14,Truck,MAT-0272,CST-01258,0.39,21.0
SINGAPORE-WAREHOUSE,2024/10/14,Truck,MAT-0360,CST-01258,0.13,21.0
SINGAPORE-WAREHOUSE,2024/10/14,Truck,MAT-0398,CST-01258,15.17,21.0
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0012,CST-01087,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0037,CST-01087,8.25,10.5
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0056,CST-01116,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0056,CST-01249,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0072,CST-01150,4.125,10.5
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0075,CST-01407,25.5,21.0
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0093,CST-01467,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0098,CST-01221,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0099,CST-01116,86.625,42.0
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0106,CST-01087,8.25,10.5
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0165,CST-01087,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0211,CST-01087,16.5,10.5
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0212,CST-01116,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0212,CST-01249,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0224,CST-01087,33.0,21.0
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0234,CST-01073,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0268,CST-01073,25.5,21.0
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0303,CST-01150,3.75,10.5
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0335,CST-01058,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0335,CST-01324,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0344,CST-01150,2.75,10.5
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0354,CST-01087,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0371,CST-01057,12.0,10.5
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0413,CST-01337,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/15,Marine,MAT-0423,CST-01087,8.25,10.5
SINGAPORE-WAREHOUSE,2024/10/16,Marine,MAT-0056,CST-01116,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/16,Marine,MAT-0099,CST-01116,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/16,Marine,MAT-0099,CST-01154,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/16,Marine,MAT-0122,CST-01009,10.0,10.5
SINGAPORE-WAREHOUSE,2024/10/16,Marine,MAT-0165,CST-01240,1.375,10.5
SINGAPORE-WAREHOUSE,2024/10/16,Marine,MAT-0234,CST-01294,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/16,Marine,MAT-0335,CST-01294,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/16,Marine,MAT-0335,CST-01309,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/16,Marine,MAT-0363,CST-01240,1.375,10.5
SINGAPORE-WAREHOUSE,2024/10/16,Marine,MAT-0376,CST-01457,25.5,21.0
SINGAPORE-WAREHOUSE,2024/10/16,Marine,MAT-0390,CST-01083,11.0,10.5
SINGAPORE-WAREHOUSE,2024/10/16,Truck,MAT-0077,CST-01428,18.85,21.0
SINGAPORE-WAREHOUSE,2024/10/16,Truck,MAT-0112,CST-01059,24.75,21.0
SINGAPORE-WAREHOUSE,2024/10/16,Truck,MAT-0247,CST-01041,24.75,21.0
SINGAPORE-WAREHOUSE,2024/10/16,Truck,MAT-0309,CST-01148,12.38,21.0
SINGAPORE-WAREHOUSE,2024/10/16,Truck,MAT-0340,CST-01045,11.0,21.0
SINGAPORE-WAREHOUSE,2024/10/16,Truck,MAT-0356,CST-01045,6.88,21.0
SINGAPORE-WAREHOUSE,2024/10/16,Truck,MAT-0363,CST-01020,24.75,21.0
SINGAPORE-WAREHOUSE,2024/10/16,Truck,MAT-0363,CST-01412,24.75,21.0
SINGAPORE-WAREHOUSE,2024/10/16,Truck,MAT-0381,CST-01045,6.88,21.0
SINGAPORE-WAREHOUSE,2024/10/17,Marine,MAT-0051,CST-01325,22.5,10.5
SINGAPORE-WAREHOUSE,2024/10/17,Marine,MAT-0056,CST-01165,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/17,Marine,MAT-0212,CST-01165,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/17,Marine,MAT-0234,CST-01028,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/17,Marine,MAT-0247,CST-01377,1.375,10.5
SINGAPORE-WAREHOUSE,2024/10/17,Marine,MAT-0267,CST-01156,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/17,Marine,MAT-0296,CST-01377,1.375,10.5
SINGAPORE-WAREHOUSE,2024/10/17,Marine,MAT-0335,CST-01213,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/17,Marine,MAT-0335,CST-01409,74.25,31.5
SINGAPORE-WAREHOUSE,2024/10/17,Marine,MAT-0340,CST-01355,1.375,10.5
SINGAPORE-WAREHOUSE,2024/10/17,Marine,MAT-0371,CST-01057,12.0,10.5
SINGAPORE-WAREHOUSE,2024/10/17,Marine,MAT-0415,CST-01355,1.375,10.5
SINGAPORE-WAREHOUSE,2024/10/17,Marine,MAT-0423,CST-01355,22.0,10.5
SINGAPORE-WAREHOUSE,2024/10/17,Truck,MAT-0024,CST-01237,24.75,21.0
SINGAPORE-WAREHOUSE,2024/10/17,Truck,MAT-0032,CST-01296,25.5,42.0
SINGAPORE-WAREHOUSE,2024/10/18,Marine,MAT-0104,CST-01330,74.25,31.5
SINGAPORE-WAREHOUSE,2024/10/18,Marine,MAT-0233,CST-01035,10.5,10.5
SINGAPORE-WAREHOUSE,2024/10/18,Marine,MAT-0233,CST-01470,3.0,10.5
SINGAPORE-WAREHOUSE,2024/10/18,Marine,MAT-0268,CST-01035,15.0,10.5
SINGAPORE-WAREHOUSE,2024/10/18,Marine,MAT-0327,CST-01469,0.25,10.5
SINGAPORE-WAREHOUSE,2024/10/18,Marine,MAT-0335,CST-01058,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/18,Marine,MAT-0335,CST-01091,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/18,Marine,MAT-0335,CST-01110,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/18,Marine,MAT-0335,CST-01113,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/18,Marine,MAT-0346,CST-01028,74.25,31.5
SINGAPORE-WAREHOUSE,2024/10/18,Marine,MAT-0356,CST-01469,0.25,10.5
SINGAPORE-WAREHOUSE,2024/10/18,Marine,MAT-0361,CST-01470,22.5,10.5
SINGAPORE-WAREHOUSE,2024/10/18,Marine,MAT-0376,CST-01468,25.5,21.0
SINGAPORE-WAREHOUSE,2024/10/18,Truck,MAT-0411,CST-01412,24.75,21.0
SINGAPORE-WAREHOUSE,2024/10/19,Marine,MAT-0051,CST-01147,22.5,10.5
SINGAPORE-WAREHOUSE,2024/10/19,Marine,MAT-0234,CST-01193,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/19,Marine,MAT-0335,CST-01053,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/19,Marine,MAT-0335,CST-01058,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/19,Marine,MAT-0335,CST-01100,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/19,Marine,MAT-0335,CST-01193,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/19,Marine,MAT-0335,CST-01249,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/19,Marine,MAT-0413,CST-01099,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/20,Marine,MAT-0065,CST-01281,11.0,10.5
SINGAPORE-WAREHOUSE,2024/10/20,Marine,MAT-0075,CST-01407,25.5,21.0
SINGAPORE-WAREHOUSE,2024/10/20,Marine,MAT-0121,CST-01156,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/20,Marine,MAT-0182,CST-01003,1.25,10.5
SINGAPORE-WAREHOUSE,2024/10/20,Marine,MAT-0210,CST-01003,8.25,10.5
SINGAPORE-WAREHOUSE,2024/10/20,Marine,MAT-0212,CST-01140,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/20,Marine,MAT-0221,CST-01474,22.5,10.5
SINGAPORE-WAREHOUSE,2024/10/20,Marine,MAT-0233,CST-01472,13.5,10.5
SINGAPORE-WAREHOUSE,2024/10/20,Marine,MAT-0308,CST-01044,1.375,10.5
SINGAPORE-WAREHOUSE,2024/10/20,Marine,MAT-0335,CST-01063,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/20,Marine,MAT-0335,CST-01106,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/20,Marine,MAT-0335,CST-01294,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/20,Marine,MAT-0335,CST-01299,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/20,Marine,MAT-0335,CST-01473,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/20,Marine,MAT-0340,CST-01471,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/20,Marine,MAT-0361,CST-01472,12.0,10.5
SINGAPORE-WAREHOUSE,2024/10/20,Marine,MAT-0365,CST-01003,1.25,10.5
SINGAPORE-WAREHOUSE,2024/10/20,Marine,MAT-0381,CST-01063,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/20,Marine,MAT-0395,CST-01044,48.125,21.0
SINGAPORE-WAREHOUSE,2024/10/21,Marine,MAT-0051,CST-01475,10.0,10.5
SINGAPORE-WAREHOUSE,2024/10/21,Marine,MAT-0056,CST-01120,24.75,10.5
SINGAPORE-WAREHOUSE,2024/10/21,Marine,MAT-0062,CST-01292,22.0,10.5
SINGAPORE-WAREHOUSE,2024/10/21,Marine,MAT-0099,CST-01073,49.5,21.0
SINGAPORE-WAREHOUSE,2024/10/21,Marine,MAT-0234,CST-01193,24.75,10.5
