OUTBOUND_DATE,PLANT_NAME,MODE_OF_TRANSPORT,MATERIAL_NAME,CUSTOMER_NUMBER,NET_QUANTITY_MT
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0320,CST-01107,24.75
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01107,24.75
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01287,24.75
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0174,CST-01034,24.75
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0295,CST-01240,24.75
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0104,CST-01038,13.75
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0164,CST-01038,11.0
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0275,CST-01389,23.375
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01107,23.375
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0275,CST-01389,1.375
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01107,1.375
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0112,CST-00588,1.35
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0243,CST-00588,2.75
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0165,CST-00588,1.3
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0413,CST-00588,1.375
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0243,CST-00588,0.975
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0104,CST-00588,1.375
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-00588,1.25
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0404,CST-00588,1.425
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-00588,1.225
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0404,CST-00588,1.325
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0309,CST-00588,1.375
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0164,CST-00588,0.05
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0413,CST-00588,4.125
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0423,CST-00588,2.75
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-00588,0.15
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0164,CST-00588,2.7
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0273,CST-00588,0.25
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-00588,4.1
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-00588,1.35
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-00588,1.325
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0165,CST-00588,0.3
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0273,CST-00588,1.375
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0165,CST-00588,1.15
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0356,CST-01207,11.0
2024/07/28,SINGAPORE-WAREHOUSE,Marine,MAT-0221,CST-01093,10.0
2024/07/29,SINGAPORE-WAREHOUSE,Marine,MAT-0015,CST-01158,24.75
2024/07/29,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01259,24.75
2024/07/29,SINGAPORE-WAREHOUSE,Marine,MAT-0228,CST-01390,24.75
2024/07/29,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01086,24.75
2024/07/29,SINGAPORE-WAREHOUSE,Marine,MAT-0381,CST-01380,24.75
2024/07/29,SINGAPORE-WAREHOUSE,Marine,MAT-0413,CST-01113,24.75
2024/07/29,SINGAPORE-WAREHOUSE,Marine,MAT-0373,CST-01119,0.6
2024/07/29,SINGAPORE-WAREHOUSE,Marine,MAT-0228,CST-01390,11.0
2024/07/29,SINGAPORE-WAREHOUSE,Marine,MAT-0228,CST-01390,13.75
2024/07/29,SINGAPORE-WAREHOUSE,Marine,MAT-0413,CST-01391,16.5
2024/07/29,SINGAPORE-WAREHOUSE,Marine,MAT-0413,CST-01391,8.25
2024/07/29,SINGAPORE-WAREHOUSE,Truck,MAT-0247,CST-01043,20.63
2024/07/29,SINGAPORE-WAREHOUSE,Truck,MAT-0247,CST-01043,4.13
2024/07/30,SINGAPORE-WAREHOUSE,Marine,MAT-0413,CST-01364,24.75
2024/07/30,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01308,24.75
2024/07/30,SINGAPORE-WAREHOUSE,Marine,MAT-0423,CST-01308,24.75
2024/07/30,SINGAPORE-WAREHOUSE,Marine,MAT-0243,CST-01069,24.75
2024/07/30,SINGAPORE-WAREHOUSE,Marine,MAT-0037,CST-01392,24.75
2024/07/30,SINGAPORE-WAREHOUSE,Marine,MAT-0243,CST-01392,24.75
2024/07/30,SINGAPORE-WAREHOUSE,Truck,MAT-0302,CST-01013,9.63
2024/07/30,SINGAPORE-WAREHOUSE,Truck,MAT-0247,CST-01043,24.75
2024/07/31,SINGAPORE-WAREHOUSE,Marine,MAT-0112,CST-01154,24.75
2024/07/31,SINGAPORE-WAREHOUSE,Marine,MAT-0056,CST-01221,24.75
2024/07/31,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01221,24.75
2024/07/31,SINGAPORE-WAREHOUSE,Marine,MAT-0381,CST-01373,24.75
2024/07/31,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01373,24.75
2024/07/31,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01170,24.75
2024/07/31,SINGAPORE-WAREHOUSE,Marine,MAT-0116,CST-01121,24.75
2024/07/31,SINGAPORE-WAREHOUSE,Marine,MAT-0044,CST-01192,16.5
2024/07/31,SINGAPORE-WAREHOUSE,Marine,MAT-0044,CST-01192,8.25
2024/07/31,SINGAPORE-WAREHOUSE,Marine,MAT-0056,CST-01221,2.75
2024/07/31,SINGAPORE-WAREHOUSE,Marine,MAT-0056,CST-01221,22.0
2024/07/31,SINGAPORE-WAREHOUSE,Marine,MAT-0371,CST-01057,12.0
2024/07/31,SINGAPORE-WAREHOUSE,Marine,MAT-0051,CST-01227,10.0
2024/08/01,SINGAPORE-WAREHOUSE,Marine,MAT-0390,CST-00205,24.75
2024/08/01,SINGAPORE-WAREHOUSE,Marine,MAT-0390,CST-01105,24.75
2024/08/01,SINGAPORE-WAREHOUSE,Marine,MAT-0174,CST-01355,24.75
2024/08/01,SINGAPORE-WAREHOUSE,Marine,MAT-0376,CST-01393,24.0
2024/08/01,SINGAPORE-WAREHOUSE,Marine,MAT-0186,CST-01393,1.5
2024/08/01,SINGAPORE-WAREHOUSE,Marine,MAT-0390,CST-01105,20.625
2024/08/01,SINGAPORE-WAREHOUSE,Marine,MAT-0390,CST-01105,4.125
2024/08/02,SINGAPORE-WAREHOUSE,Marine,MAT-0112,CST-01304,24.75
2024/08/02,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01337,24.75
2024/08/02,SINGAPORE-WAREHOUSE,Marine,MAT-0243,CST-01394,24.75
2024/08/02,SINGAPORE-WAREHOUSE,Marine,MAT-0404,CST-01394,24.75
2024/08/02,SINGAPORE-WAREHOUSE,Marine,MAT-0243,CST-01394,11.0
2024/08/02,SINGAPORE-WAREHOUSE,Marine,MAT-0243,CST-01394,1.375
2024/08/02,SINGAPORE-WAREHOUSE,Marine,MAT-0243,CST-01394,23.375
2024/08/02,SINGAPORE-WAREHOUSE,Marine,MAT-0243,CST-01394,13.75
2024/08/02,SINGAPORE-WAREHOUSE,Marine,MAT-0174,CST-01247,9.625
2024/08/02,SINGAPORE-WAREHOUSE,Marine,MAT-0174,CST-01247,15.125
2024/08/02,SINGAPORE-WAREHOUSE,Marine,MAT-0301,CST-01008,11.0
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0390,CST-01214,24.75
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01154,24.75
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0112,CST-01105,24.75
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0390,CST-01105,24.75
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0085,CST-00588,24.75
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-00459,24.75
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01371,24.75
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0413,CST-01058,24.75
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01333,24.75
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01170,24.75
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0393,CST-01330,1.375
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0165,CST-01028,1.375
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0308,CST-01012,0.1
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01028,20.625
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0165,CST-01028,2.75
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0303,CST-01030,6.25
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0221,CST-01030,2.5
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0345,CST-01030,1.25
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0344,CST-01008,9.625
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0355,CST-01008,1.375
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0109,CST-01012,20.625
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0109,CST-01012,4.125
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01193,4.125
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01193,20.625
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0112,CST-00268,16.5
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0112,CST-01105,11.0
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0112,CST-00268,8.25
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0112,CST-01105,13.75
2024/08/03,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01042,11.0
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0340,CST-01154,24.75
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0415,CST-01154,24.75
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0390,CST-00268,24.75
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01308,24.75
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0112,CST-01105,24.75
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0174,CST-01165,24.75
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0390,CST-00205,24.75
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0037,CST-01207,24.75
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0171,CST-01207,24.75
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01028,24.75
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01035,25.5
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0105,CST-01207,2.75
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0116,CST-01207,1.375
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0085,CST-01207,1.375
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0089,CST-01207,1.375
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0065,CST-01207,6.875
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0413,CST-01207,4.125
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0116,CST-01207,4.125
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0174,CST-01165,4.125
2024/08/04,SINGAPORE-WAREHOUSE,Marine,MAT-0174,CST-01165,20.625
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0112,CST-01304,24.75
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-00132,24.75
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0390,CST-01272,24.75
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0349,CST-01395,24.75
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0046,CST-01156,24.75
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0174,CST-01039,24.75
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0051,CST-01184,22.5
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0116,CST-01039,1.375
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0243,CST-01173,1.375
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0085,CST-01039,1.375
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0074,CST-01218,0.075
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0074,CST-01218,0.025
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0112,CST-01304,17.875
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0112,CST-01304,6.875
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0086,CST-01173,23.375
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0174,CST-01039,22.0
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0112,CST-01165,19.25
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0112,CST-01165,5.5
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0406,CST-01247,19.25
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0334,CST-01247,15.125
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0334,CST-01247,9.625
2024/08/05,SINGAPORE-WAREHOUSE,Marine,MAT-0406,CST-01247,4.125
2024/08/05,SINGAPORE-WAREHOUSE,Truck,MAT-0171,CST-01128,23.38
2024/08/05,SINGAPORE-WAREHOUSE,Truck,MAT-0171,CST-01128,1.38
2024/08/05,SINGAPORE-WAREHOUSE,Truck,MAT-0171,CST-01021,2.75
2024/08/05,SINGAPORE-WAREHOUSE,Truck,MAT-0415,CST-01059,19.25
2024/08/05,SINGAPORE-WAREHOUSE,Truck,MAT-0415,CST-01059,5.5
2024/08/05,SINGAPORE-WAREHOUSE,Truck,MAT-0037,CST-01128,24.75
2024/08/05,SINGAPORE-WAREHOUSE,Truck,MAT-0165,CST-01148,24.75
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01053,24.75
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01199,24.75
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0381,CST-01199,24.75
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01082,24.75
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0046,CST-01156,24.75
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01328,24.75
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0302,CST-01156,24.75
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01107,24.75
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0237,CST-01390,24.75
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01326,24.75
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0413,CST-01100,24.75
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01294,24.75
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01193,24.75
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0381,CST-01266,24.75
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0340,CST-01274,24.75
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0174,CST-01039,19.25
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0174,CST-01039,5.5
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0413,CST-01058,1.375
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0413,CST-01058,23.375
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01193,4.125
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01193,20.625
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0327,CST-01100,9.625
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0413,CST-01100,16.5
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0327,CST-01100,2.75
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0413,CST-01100,8.25
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01107,8.25
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01107,16.5
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0390,CST-00205,23.375
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0390,CST-00205,1.375
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0327,CST-01370,11.0
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0327,CST-01203,11.0
2024/08/06,SINGAPORE-WAREHOUSE,Marine,MAT-0263,CST-01100,12.375
2024/08/06,SINGAPORE-WAREHOUSE,Truck,MAT-0302,CST-01013,9.63
2024/08/06,SINGAPORE-WAREHOUSE,Truck,MAT-0340,CST-01059,4.13
2024/08/06,SINGAPORE-WAREHOUSE,Truck,MAT-0053,CST-01059,4.13
2024/08/06,SINGAPORE-WAREHOUSE,Truck,MAT-0415,CST-01059,16.5
2024/08/06,SINGAPORE-WAREHOUSE,Truck,MAT-0247,CST-01041,24.75
2024/08/07,SINGAPORE-WAREHOUSE,Marine,MAT-0165,CST-01172,24.75
2024/08/07,SINGAPORE-WAREHOUSE,Truck,MAT-0247,CST-01041,24.75
2024/08/08,SINGAPORE-WAREHOUSE,Marine,MAT-0381,CST-01089,24.75
2024/08/08,SINGAPORE-WAREHOUSE,Marine,MAT-0056,CST-01024,24.75
2024/08/08,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01308,24.75
2024/08/08,SINGAPORE-WAREHOUSE,Marine,MAT-0175,CST-01396,24.75
2024/08/08,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01302,24.75
2024/08/08,SINGAPORE-WAREHOUSE,Marine,MAT-0243,CST-01394,24.75
2024/08/08,SINGAPORE-WAREHOUSE,Marine,MAT-0366,CST-01067,22.5
2024/08/08,SINGAPORE-WAREHOUSE,Marine,MAT-0327,CST-01397,22.0
2024/08/08,SINGAPORE-WAREHOUSE,Marine,MAT-0404,CST-01394,4.125
2024/08/08,SINGAPORE-WAREHOUSE,Marine,MAT-0404,CST-01394,20.625
2024/08/08,SINGAPORE-WAREHOUSE,Marine,MAT-0210,CST-01003,6.875
2024/08/08,SINGAPORE-WAREHOUSE,Marine,MAT-0210,CST-01003,2.75
2024/08/08,SINGAPORE-WAREHOUSE,Marine,MAT-0344,CST-01003,1.375
2024/08/08,SINGAPORE-WAREHOUSE,Marine,MAT-0327,CST-01397,19.25
2024/08/08,SINGAPORE-WAREHOUSE,Marine,MAT-0327,CST-01397,2.75
2024/08/08,SINGAPORE-WAREHOUSE,Marine,MAT-0056,CST-01024,15.125
2024/08/08,SINGAPORE-WAREHOUSE,Marine,MAT-0056,CST-01024,9.625
2024/08/09,SINGAPORE-WAREHOUSE,Marine,MAT-0415,CST-01105,24.75
2024/08/09,SINGAPORE-WAREHOUSE,Marine,MAT-0174,CST-01073,24.75
2024/08/09,SINGAPORE-WAREHOUSE,Marine,MAT-0390,CST-00268,24.75
2024/08/09,SINGAPORE-WAREHOUSE,Marine,MAT-0390,CST-01105,24.75
2024/08/09,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01199,24.75
2024/08/09,SINGAPORE-WAREHOUSE,Marine,MAT-0015,CST-01398,24.75
2024/08/09,SINGAPORE-WAREHOUSE,Marine,MAT-0056,CST-01002,24.75
2024/08/09,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01209,24.75
2024/08/09,SINGAPORE-WAREHOUSE,Marine,MAT-0174,CST-01034,24.75
2024/08/09,SINGAPORE-WAREHOUSE,Marine,MAT-0211,CST-01034,24.75
2024/08/09,SINGAPORE-WAREHOUSE,Marine,MAT-0210,CST-01008,8.25
2024/08/09,SINGAPORE-WAREHOUSE,Marine,MAT-0210,CST-01008,2.75
2024/08/09,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01209,16.5
2024/08/09,SINGAPORE-WAREHOUSE,Marine,MAT-0273,CST-01034,1.375
2024/08/09,SINGAPORE-WAREHOUSE,Marine,MAT-0273,CST-01034,23.375
2024/08/09,SINGAPORE-WAREHOUSE,Marine,MAT-0099,CST-01209,8.25
2024/08/09,SINGAPORE-WAREHOUSE,Marine,MAT-0273,CST-01034,8.25
2024/08/09,SINGAPORE-WAREHOUSE,Marine,MAT-0273,CST-01034,16.5
2024/08/10,SINGAPORE-WAREHOUSE,Marine,MAT-0175,CST-01396,24.75
2024/08/10,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01110,24.75
2024/08/10,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01399,24.75
2024/08/10,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01082,24.75
2024/08/10,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01371,24.75
2024/08/10,SINGAPORE-WAREHOUSE,Marine,MAT-0374,CST-01192,24.75
2024/08/10,SINGAPORE-WAREHOUSE,Marine,MAT-0056,CST-01075,24.75
2024/08/10,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01178,24.75
2024/08/10,SINGAPORE-WAREHOUSE,Marine,MAT-0404,CST-01138,24.75
2024/08/10,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01035,25.5
2024/08/10,SINGAPORE-WAREHOUSE,Marine,MAT-0233,CST-01035,25.5
2024/08/10,SINGAPORE-WAREHOUSE,Marine,MAT-0357,CST-01042,0.25
2024/08/10,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01110,15.125
2024/08/10,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01110,9.625
2024/08/10,SINGAPORE-WAREHOUSE,Marine,MAT-0046,CST-01156,19.25
2024/08/10,SINGAPORE-WAREHOUSE,Marine,MAT-0046,CST-01156,5.5
2024/08/10,SINGAPORE-WAREHOUSE,Marine,MAT-0175,CST-01396,23.375
2024/08/10,SINGAPORE-WAREHOUSE,Marine,MAT-0175,CST-01396,1.375
2024/08/11,SINGAPORE-WAREHOUSE,Marine,MAT-0354,CST-01400,24.75
2024/08/11,SINGAPORE-WAREHOUSE,Marine,MAT-0112,CST-01105,24.75
2024/08/11,SINGAPORE-WAREHOUSE,Marine,MAT-0413,CST-01323,24.75
2024/08/11,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01086,24.75
2024/08/11,SINGAPORE-WAREHOUSE,Marine,MAT-0292,CST-01086,24.75
2024/08/11,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01193,24.75
2024/08/11,SINGAPORE-WAREHOUSE,Marine,MAT-0112,CST-01303,5.5
2024/08/11,SINGAPORE-WAREHOUSE,Marine,MAT-0112,CST-01303,19.25
2024/08/11,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01294,9.625
2024/08/11,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01294,16.5
2024/08/11,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01294,8.25
2024/08/11,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01294,15.125
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01197,24.75
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0381,CST-01201,24.75
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0302,CST-01401,24.75
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0413,CST-01113,24.75
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01083,24.75
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0381,CST-01083,24.75
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0381,CST-01324,24.75
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0395,CST-01402,24.75
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01170,24.75
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0151,CST-01359,23.375
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0307,CST-01403,3.0
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0404,CST-01404,15.125
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0404,CST-01404,9.625
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01405,16.5
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01083,5.5
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01083,19.25
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01083,8.25
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01083,17.875
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01405,8.25
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01083,16.5
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0335,CST-01083,6.875
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0307,CST-01403,9.0
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0307,CST-01403,13.5
2024/08/12,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01294,12.375
2024/08/12,SINGAPORE-WAREHOUSE,Truck,MAT-0074,CST-01127,9.63
2024/08/12,SINGAPORE-WAREHOUSE,Truck,MAT-0367,CST-01040,12.38
2024/08/12,SINGAPORE-WAREHOUSE,Truck,MAT-0247,CST-01041,24.75
2024/08/13,SINGAPORE-WAREHOUSE,Marine,MAT-0112,CST-01105,24.75
2024/08/13,SINGAPORE-WAREHOUSE,Marine,MAT-0234,CST-01368,24.75
2024/08/13,SINGAPORE-WAREHOUSE,Marine,MAT-0268,CST-01035,25.5
2024/08/13,SINGAPORE-WAREHOUSE,Marine,MAT-0390,CST-01303,16.5
2024/08/13,SINGAPORE-WAREHOUSE,Marine,MAT-0390,CST-01303,8.25
2024/08/13,SINGAPORE-WAREHOUSE,Truck,MAT-0112,CST-01059,24.75
2024/08/13,SINGAPORE-WAREHOUSE,Truck,MAT-0247,CST-01041,24.75
2024/08/14,SINGAPORE-WAREHOUSE,Marine,MAT-0381,CST-01224,24.75
2024/08/14,SINGAPORE-WAREHOUSE,Marine,MAT-0065,CST-01028,24.75
2024/08/14,SINGAPORE-WAREHOUSE,Marine,MAT-0390,CST-01207,24.75
2024/08/14,SINGAPORE-WAREHOUSE,Marine,MAT-0233,CST-01035,25.5
2024/08/14,SINGAPORE-WAREHOUSE,Marine,MAT-0030,CST-01392,0.5
